"talk_id","title","abstract","type","session"
37,"Activity Patterns and Prey Selection by South Texas Bats","Bats have a greater diversity of behavior and diet than any other mammalian order. Therefore, understanding activity patterns and prey selection is imperative in the success of maintaining bat populations in south Texas. The emergence of Pseudogymnoascus destructans, a cold-adapted fungus and the causative agent of white-nose syndrome (WNS), has also led to steep declines in some North American bat populations. In more recent studies, conducted on the San Antonio Viejo Ranch belonging to the East Foundation, activity patterns for four summer resident bats was conducted - Eastern Red Bat (Lasirius borealis), Cave Myotis (Myotis velifer), Evening Bat (Nycticeius humeralis), and Brazilian Free-tailed Bat (Tadarida brasiliensis). These results showed peak nightly activity hours for these bats. For all species included in the study, total bat activity peaked at 02:00, with a secondary peak occurring between 05:00 and 06:00. It is crucial to determine how bats respond to changes in vegetation type and species composition given different land uses. From this, we can understand and provide a baseline for activity patterns and prey selection for these south Texas bats to prepare for future disturbances. This lack of information has led me to research effective management strategies needed to protect these vital species in a more comprehensive and cohesive manner than previously understood. This discussion will also cover a review of current literature and gaps in knowledge.","oral","B2: Conservation and Ecology of Mammals I"
38,"Predictive Occurrence Models for Bat Species in Texas","Effective conservation and management practices depend on knowledge of species’ distributions and habitat preferences. When compared to other vertebrate groups, bat ecology and distributions remain less well- known. Therefore, predicting habitat suitability is a critical first step in bat conservation. The goal of our study was to map the potential distribution of bat species in Texas and determine environmental variables that best predict a species’ presence. We utilized occurrence data from the Global Biodiversity Information Facility (GBIF) to create presence-only Maximum Entropy (MaxEnt) species distribution models for bats in Texas. We trimmed data to include only species with more than ten occurrences. We also tested environmental variables for correlation, which left us with ten environmental predictors. The generated models did not predict that any region of Texas was most suitable for bat species, but all models predicted a lack of suitable habitat in the Texas panhandle. The environmental variable that best predicted the most species was annual precipitation, which discriminated between presence and absence of eight species. Our models show elevation was the most important variable in predicting the occurrence of seven of our study species. Distance from water and isothermality both predicted the occurrence of three different species. The remaining species were best predicted by distance from water and annual temperature range. Knowledge on important environmental factors and the maps resulting from our models provide an important foundation for future studies of bat species in Texas by providing information on potential conservation actions or areas appropriate for surveys and/or protection.","oral","B2: Conservation and Ecology of Mammals I"
39,"Temporal Resource Partitioning of Aoudad, Desert Bighorn Sheep, and Mule Deer in The Trans-Pecos Region, Texas","Desert bighorn sheep (Ovis canadensis), mule deer (Odocoileus hemionus), and exotic aoudad (Ammotragus lervia) inhabit the mountainous regions of the Trans Pecos. Biologists are concerned about resource competition in co-occupied landscapes, specifically between non-native aoudad and Texas’ native ungulates. Arid regions like the Chihuahuan Desert receive little, highly seasonal rainfall, limiting the availability of water and vegetation resources. Ungulates use resources differently depending on seasonal activities (rutting, breeding, lambing, etc.). Limited resources, paired with cycles of ungulate use, may indicate temporal partitioning of resources among these three ungulate species. By examining these cycles through time, we will determine changes in resource importance and how ungulates may partition their use. Texas Parks and Wildlife Department deployed collars on 45 desert bighorn sheep (21 male, 24 female), 59 mule deer (34 male, 25 female, and 41 aoudad (33 male, 8 female) in the Van Horn Mountains from 2019 to 2020. We utilized data from these collars to inspect cyclic patterns in resource use of each species through time using autocorrelation surfaces. We examined cycles in distance to known water sources, percent shrub cover, ruggedness, and escape terrain. Preliminary results show daily cycles using rugged terrain in all ungulate species, with a seasonal shift during spring months in mule deer and aoudad. These results suggest that ungulates’ use of crucial habitats varies on daily and seasonal scales, providing an opportunity for temporal niche partitioning. Session C2","oral","B2: Conservation and Ecology of Mammals I"
40,"Diet Preference in Feral Pigs: Comparing Feed Intake and Visitation Rates Among Different Feeds","Damage caused by wild pigs (Sus scrofa) to agriculture and natural resources increases annually, and information regarding what feeds are most likely to be visited and consumed by wild pigs may improve population reduction methods. Yet, diet choice is influenced by seasonal forage availability and nutrient demands that may differ by sex and gestational status. Whole corn (Zea mays) is widely used as bait for wild pigs. Its effectiveness, however, in attracting pigs can vary seasonally, possibly as different forage options become available. Our goal was to evaluate differences in feed consumption and visitation rates in pigs between corn, other commercial feeds, and food resources available in the Texas Hill Country. Trials were conducted in spring and fall of 2021 at the Kerr Wildlife Management Area. Each trial consisted of 10 pens where pigs were provided a known mass of corn and a known mass of one test feed. Pigs were left to feed for 5 nights while cameras in each pen captured images every 15 seconds. Remaining feed in each trough was weighed, and the number of images with pigs visiting each trough were counted. Preliminary data for total mass consumed and visitation rate indicate that corn was the preferred food resource across all trials in the spring, but the image data also shows that visitation to some test feeds increased over time. These findings may help wildlife managers make informed decisions about what feed types to use when trying to bait feral hogs across different seasons.","oral","C2: Exotic and Invasive Species"
41,"The Influence of Income and Loss on Hunters’ Attitudes Towards Wild Pigs and Their Management","Wild pigs (Sus scrofa) are one of the most pervasive invasive species in North America. Wild pigs pose a threat to crops, livestock, and the environment, but also offer recreational hunting opportunities. At the same time, stakeholders vary in their attitudes towards wild pigs and their management. We investigated whether loss and income due to wild pigs influence attitudes towards wild pigs and their management in Texas in one of these stakeholder groups (hunters). We further examined how land use influenced attitudes towards wild pigs in hunters who own land. We analyzed 22176 responses (8707 landowners, 13469 non-landowners) to the Texas A&M Human Dimensions of Wild Pigs Survey. Landowners who generated income via wild pigs had more positive attitudes towards wild pigs than those who did not generate income. Landowners who received income further considered government or agency hunting to be a less effective or acceptable method of control. Landowners who used their land for agriculture had more negative attitudes towards wild pigs than those who did not, and considered government or agency hunting to be less effective or acceptable. However, effect sizes for our results were small and, across all groups, attitudes towards wild pigs were generally negative. Very few respondents reported generating income from wild pigs (3.91% of landowners, 0.56% of non-landowners) and reported losses were ~4x greater than income. Additional research on differing values among stakeholder groups may be more likely to shed light on disagreements on wild pig management than variation in wild pig-derived income.","oral","C2: Exotic and Invasive Species"
42,"Patterns of The Introduction and Spread of The Non-native Brown Widow Spider in The Americas","Introductions of non-native species to novel environments happen often, but a species must overcome multiple biotic and abiotic filters to establish, and eventually spread, in a new region. Focusing on patterns of introductions can provide insights as to underlying mechanisms that facilitate establishment, and in turn, their potential effects on native communities. The brown widow spider (Latrodectus geometricus) is likely native to Africa, but now has a cosmopolitan distribution due to introductions via international trade. We reviewed the patterns of brown widow introductions in the Americas to determine if there are any large-scale inferences regarding their patterns, and potential impacts, of their introduction. Over 4,000 records from 30 countries were synthesized and demonstrate their spread to higher latitudes across time and an increase in the number of records in the past two decades. Citizen-science databases (e.g., iNaturalist) have been instrumental in documenting the expansion of the brown widow. On a local scale, we also quantified the niche of brown widows relative to other cobweb-weaving spiders along their habitat, diet, and isotopic niche axes while couching their resource use in the context of their functional traits. We found that brown widows exhibit high overlap in their functional traits with native spiders, which could indicate high overlap in resource use. Results from this research will provide insight as to the mechanisms underlying the establishment of a non-native species into a novel ecosystem.","oral","C2: Exotic and Invasive Species"
43,"Genetic Variation of Invasive Axis Deer in Texas and Other Introduced Populations Globally","Human-mediated introductions and subsequent establishment and spread of nonnative species has the potential to create a pseudo-founder effect on such populations, which typically results in low genetic diversity and inbreeding. However, several exotic invasive species exhibit a ‘genetic paradox’ in which they thrive, despite inbreeding and low genetic diversity patterns in their introduced range. Axis deer (Axis axis) were introduced to new ranges (Texas, Hawaii, Australia, and Croatia) during the 19th and 20th centuries and successfully established large populations from a few founding individuals. We used mitochondrial (Cytochrome-b, Cytb; Displacement loop, D-loop) and nuclear (10 microsatellites) markers to assess genetic diversity within and between axis deer populations in Texas and Hawaii which were then compared to data from other introduced and native populations. Overall mtDNA divergence was only 0.54% (Cytb) and 1.55% (D-loop) indicating high mitochondrial similarity in the species, with each invasive population composed of only one or two mtDNA haplotypes. Microsatellite allele diversity also was low within and between axis deer populations in Texas and Hawaii with monomorphic loci and multiple violations of Hardy-Weinberg equilibrium in both populations. The low genetic diversity in axis deer globally, as well as within and between invasive populations, suggests that introduced axis deer populations experienced founder effects following introduction, yet have successfully established and expanded. Axis deer appear to be another invasive species exhibiting this genetic paradox, where they are wildly successful in certain regions (Texas and Hawaii) yet exhibit poor genetic profiles that suggest long-term population persistence would not be sustainable.","oral","C2: Exotic and Invasive Species"
NA,NA,"Discrete extreme climatic events are important drivers of individual space use, survival, and persistence. These events can increase thermal stress and selection pressures on organisms. In February of 2021, winter storm Uri brought an unusually long bout of subfreezing temperatures to the entire state of Texas. As a result of this storm, a total of 2,227 axis deer (Axis axis) mortalities were reported via iNaturalist observations (N = 129) and anecdotally (n = 2098) across seven counties. Of those identified, 63% (35/55) of all mortalities occurred in fawns compared to 21.8% (12/55) in adult females and 14.5% (8/55) in adult males. Three adult females were either pregnant or lactating, and at least two of the adult males were in velvet. Evidence of frostbite was found on males in velvet. We assessed body size and condition of eleven adults (4M:7F) in Kendall, Gillespie and Edwards County to investigate factors that influenced survival during this climatic event. No measurable fat was found on the rump, heart, or kidneys, and rumen contents were primarily grazed forage. Axis deer are a non- native species, endemic to India, that have thrived since their reintroduction to Texas. Axis deer do not have a defined reproductive season, but nearly 80% of fawns are born between January and March, explaining the fawn mortalities observed. We conclude that individuals suffered from increased thermal stress due to exposure, energetic costs of lactation, and heat loss due to immature antlers. We suspect that mortality was much greater than reported. Session D2","oral",NA
45,"Repatriation of Illegally Collected Alligator Snapping Turtles into Native Texas Waters","The alligator snapping turtle (Macrochelys temminckii) is the largest freshwater turtle in North America. As such, M. temminckii are sought after for human consumption and may be vulnerable to overharvest or incidental bycatch. These threats to wild populations have led to the USFWS considering M. temminckii for listing as federally threatened. Despite having protection from harvest in Texas since the 1970’s, M. temminckii are still harvested illegally. In 2016, USWFS agents confiscated 30 alligator snapping turtles from Louisiana poachers that transported wild caught turtles from Texas. Then, in 2020, collaborative efforts between federal and state agencies led to the decision to repatriate these individuals back into native Texas waters. As part of these efforts, genetic analyses and preliminary surveys guided the selection of three release sites in respective river drainages (i.e., Cypress, Neches, and Sabine). To understand how these individuals might respond to repatriation, we attached VHF radios to 23 M. temminckii, and performed weekly post-release telemetry checks. Here we present preliminary results from these ongoing efforts investigating movement patterns, habitat selection, and survival of repatriated M. temminckii.","oral","D2: Amphibians and Reptiles II"
46,"Investigating the Phylogenetic Relationships of Sirens in Texas","Sirens in extreme southern Texas are noticeably larger and have subtle morphological differences when compared to more eastern sirens, but the status and taxonomic affinity of these southern populations has been controversial. Some authorities believe these populations are simply large-bodied lesser sirens (Siren intermedia) that experience a prolonged growing season. However, other hypotheses have been proposed, such as the existence of a disjunct population of greater sirens (Siren lacertina), the possibility that southern Texas sirens are a unique taxa (often designated Siren texana), or that more than one species is present in the region. The distinctiveness of this southern population of Siren resulted in Texas Parks and Wildlife Department listing it as “state-threatened” under the taxonomic designation of “South Texas siren - large form”. This vagueness obviously complicates management and conservation of the group. We sequenced multiple mitochondrial fragments from sirens collected from several sites in southern Texas and a population in eastern Texas. We combined our data with publicly available siren sequences to produce phylogenies using a maximum likelihood method. All Texas samples were highly divergent from all out of state samples, except for a Louisiana sequence that closely affiliated itself with our southern Texas samples. Sirens from our eastern Texas site were quite distinct from the southern Texas-Louisiana group. This suggests that at least some populations in Texas are divergent, but the divergence might be better described as a coastal versus inland dichotomy instead of a southern (or Rio Grande Valley) versus eastern dichotomy.","oral","D2: Amphibians and Reptiles II"
47,"Top Predators Drive Community Structure of Tadpole Assemblages","Predator-prey interactions affect prey morphology, behavior, and persistence in local habitats, affecting community structure and function. In this study, we explored the effect of top predators on anuran diversity patterns in permanent ponds in Texas. We surveyed larval anuran assemblages across four different top predator regimes including 1) Micropterus salmoides (Largemouth bass, B), 2) Lepomis cyanellus (Green sunfish, G), 3) a combination of both B and G (B+G), and 4) salamander/invertebrate predators (SI). B and G, are considered the dominant top predators in aquatic communities in this region, which affect tadpole communities by feeding directly on tadpoles (i.e. G, SI) or by feeding directly on tadpole predators (i.e. B). Fish sampling was conducted in 2007 using hook and line and dipnetting. and anuran sampling was conducted across two years (2008 -2009), tadpoles and SI sampling was done using dipnetting. In total, 11 species of anuran larvae were collected across 45 ponds. Diversity patterns were calculated using Hill numbers. Ponds where B+G were the maintop predators contained fewest tadpole species (species richness, 0D = 6) compared to B (0D = 10), G (0D = 11), and SI ponds (0D = 11). Common (1D: B=3, G=4, B+G=4, IS=3) and dominant (2D: B=3, G=3, B+G=3, IS=2) species showed a similar number of species between treatments. We show that combined predators have strong effects on species richness and that different top predator identity has different effects on anuran tadpole communities which might be likely mediated through both direct and indirect effects in these communities.","oral","D2: Amphibians and Reptiles II"
48,"Comparative Calling Phenology of Anurans Across Latitudinal Gradients","The reproductive phenology of most amphibians is strongly influenced by abiotic factors (temperature and rainfall). Anurans with wide geographic ranges can exhibit latitudinal variation in their reproductive ecology. To explore patterns in latitudinal variation of their timing, intensity, and abiotic correlates of their reproduction, we quantified the calling phenology for five widespread species of anurans - green tree frog (Hyla cinerea), eastern narrow-mouth frog (Gastrophyrne carolinensis), southern leopard frog (Lithobates sphenocephalus), Blanchard's cricket frog (Acris blanchardi), and gulf coast toad (Incilius nebulifer) - across two sites: 1) the Davey Crockett National Forest/Stephen F. Austin Experimental Forest (hereafter East Texas sites), and 2) the Attwater Prairie Chicken National Wildlife Refuge. Song Meters were deployed in 2015 to passively record for 6 minutes each night (1 min/hr; 2100 h - 0200 h). The number of males calling per species were counted to calculate the average number of males calling per pond per night. Three species were prolonged breeders across both sites, while two were explosive breeders. All five species had longer calling windows in Attwater Prairie Chicken NWR and differed in calling intensity across both sites. Differences in calling windows and intensities could be attributed to habitat type and climatic differences across sites. Emergent vegetation was more widespread at Attwater NWR ponds vs. East TX ponds. Moisture regimes and warm temperatures are important cues affecting the start of anuran breeding seasons. Attwater NWR experiences higher temperatures and greater rainfall, which could explain the longer calling windows of species at this site. Session A3","oral","D2: Amphibians and Reptiles II"
49,"Influence of Cattle Fever Tick Control Methods on Tick Abundance in White-tailed Deer","Cattle fever ticks (CFT) were eradicated from most of the U.S. in the 1940s, yet these ticks remain common along the Rio Grande and in Mexico. White-tailed deer can carry CFTs and may be responsible for recent outbreaks in South Texas. To reduce infestations, APHIS and Texas Animal Health Commission maintain hundreds of feeders in a quarantine zone that are baited with corn medicated with Ivermectin. Additionally, cattle within the quarantine zone are regularly treated with injectable antiparasitic drugs. It is hypothesized that treating cattle will remove ticks from the immediate environment, which would benefit local deer. Our objectives for this study were to evaluate the effectiveness of these control efforts on white-tailed deer tick burdens. We captured and collared white-tailed deer in February 2020 and recaptured 13 bucks in November 2020 to adjust collars and assess tick loads. We estimated LoCoH-a home ranges for each buck and calculated percent overlap with treated pastures and number of corn feeders for both the 90% home range and 50% core area. We fit a negative binomial regression model to the data and tested for a relationship between their November tick loads and their relative access to CFT control efforts. We found strong support for a relationship between tick loads and the percent of a deer’s core area encompassed by a pasture under treatment and weaker support for access to feeders in their core area. These results can be used to determine effective treatment efforts to reduce CFTs on white-tailed deer.","oral","A3: Wildlife Disease"
NA,NA,"White-tailed deer (Odocoileus virginianus) are a main host for adult black-legged ticks (Ixodes scapularis), which transmit nearly half of human tick-borne disease agents. We tested a candidate antigen cocktail containing ten tick-salivary proteins that were proven effective in rabbits. Deer were inoculated with two dosages of the antigen cocktail (low dose (100µg) N = 4, high dose (200 µg) N= 4), and a group inoculated with the adjuvant only (control/adjuvant N = 4). Deer were infested with ticks (N = 100 ticks per deer) on three occasions post-inoculation to determine the effects of the antigens on tick feeding and reproductive parameters. There was significant variation amongst treatment groups for weight of replete ticks (P < 0.0001), weight of egg mass (P < 0.0001), bloodmeal conversion to egg mass (P < 0.0001), and percent of larvae that hatched (P < 0.0001). However, no significant variation was detected in vaccinated groups versus the adjuvant-only group. Based on ELISA results deer did develop antibodies to some of the antigens in our candidate cocktail suggesting the methodology was successful and worthy of further endeavors to identify antigenic tick targets. Continued efforts by our group to identify efficacious anti-tick antigens targeting black-legged ticks on white-tailed deer will be discussed. The successful completion of this research will identify key tick-salivary proteins that black-legged ticks utilize to regulate feeding on white-tailed deer and to inform development of a single dose anti-tick vaccine","oral",NA
51,"Assessing Genetic Susceptibility of Pronghorn (Antilocapra americana) to Prion Diseases Through Prnp Gene Sequencing","Chronic wasting disease (CWD) affects both native and non-native North American Cervids and has become a major conservation issue for wildlife managers worldwide. As CWD continues to expand geographically, concerns about management and species susceptibility continue to be part of a larger narrative of wildlife management, conservation, and human health. Given how CWD is transmitted, and the history of spontaneous generation of novel prion diseases, the possibility of interfamilial transmission also raises concerns. Historically, pronghorn (Antilocapra americana) have utilized much of the same habitat as susceptible cervids and occur within the endemic CWD area of Colorado and Wyoming. However, to date, there has been little research on pronghorn susceptibility to prion diseases like CWD. Pronghorn were translocated between 2011-2017 from the Texas Panhandle to the Trans-Pecos region to help offset population declines, where currently both regions contain Texas Parks and Wildlife Department CWD containment and surveillance zones. Our goal is to sequence the prion protein gene, PRNP, exon 3 (the coding region of the prion protein, PrPC) in pronghorn from Texas, New Mexico, Colorado and Wyoming to compare to amino acid sequences of known susceptible cervids and assess if pronghorn may be susceptible to prion diseases. Currently, we are amplifying and sequencing PRNP from individuals from Texas (including translocated individuals) and New Mexico. This research will be useful for evaluating the potential risks associated with sympatric coexistence of pronghorn with Cervids in CWD containment zones in Texas, and to determine if pronghorn are susceptible to prion diseases.","oral","A3: Wildlife Disease"
52,"Monitoring White-tailed Deer Border Crossings Relative to Management Efforts for Cattle Fever Ticks Along the USA- Mexico Border","Ungulates are capable of long-distance movements, a management concern due to the potential to spread disease to livestock and humans. In South Texas, there is growing concern about the increasing presence of the cattle fever tick. This one-host tick can carry a Babesia parasite that is fatal to naïve cattle. The tick and Babesia are endemic in Mexico, and the USDA and TAHC maintain a permanent quarantine zone to prevent re- infestation of the US. Deer serve as alternative hosts for the tick, and may act as long-distance dispersers across the border or the quarantine zone. We studied movements of deer in a high-density population surrounding Falcon Lake, near Zapata, Texas. We captured 100 deer via net gun and helicopter, and deployed GPS collars that collected hourly locations during February 2020-2021. We identified border crossings using time-based GPS tracks and estimated monthly home ranges using local convex hull estimators. Several individuals made long- distance exploratory movements, all remained within the quarantine zone. We observed 98 crossings from 41 deer from Texas to Mexico throughout the year. We are analyzing the placement of crossings and surrounding land metrics that may influence where and when deer cross. Monthly home ranges averaged 63±41 (SE) ha for females and 79±59 (SE) ha for males. Individual deer in this area had small home ranges, but collectively crossed at multiple different locations along the lake shore. Targeting cattle fever tick treatment or other management actions at crossing sites may help decrease the abundance of ticks in the area.","oral","A3: Wildlife Disease"
53,"Respiratory Microbiomes of Aoudad and Desert Bighorn Sheep in Texas","Rangewide, bighorn sheep (Ovis canadensis) have experienced die-off events caused by bacterial species referred to as the pneumonia complex. Commonly infected by domestic sheep (Ovis aries) and goats (Capra hircus), transmission may also occur from aoudad (Ammotragus lervia) that coexists with desert bighorn sheep (Ovis canadensis nelsoni) in Texas. Baseline respiratory microbiomes in bighorn sheep and aoudad are poorly known but are important to characterize, to inform diseased state microbiomes if they occur. We performed 16S bacterial sequencing on throat and nasal swabs collected from 278 bighorn sheep and 88 aoudad from 10 mountain ranges in Texas during 2017-2020. Both throat and nasal bacterial community composition was similar between aoudad and bighorn sheep. Perhaps more importantly pneumonia complex bacteria were identified in both respiratory locations in both aoudad and bighorn sheep. Interestingly, microbiome composition at a body site (nasal or throat) was more similar between host species than within species between body sites (nasal compared to throat), suggesting that bighorn sheep and aoudad likely are exchanging multiple bacteria and potential pathogens. Finally, Mycoplasma ovipneumoniae was identified in aoudad throat samples, where the 26 sequences found in aoudad were unique from other published sequences, indicating that aoudad may indeed be a host for pneumonia complex bacteria that are fatal to bighorn sheep. Further work needs to identify, and strain type these Mycoplasma bacteria to more clearly identify how this pathogen may impact bighorn sheep survival and persistence in the Trans Pecos Region. Session B3","oral","A3: Wildlife Disease"
54,"Influence of Fine-scale Landscape and Vegetation Structure on Bobcat Use of Highway Wildlife Crossings in Cameron County, Texas","Globally, wildlife crossing structures (WCS) are constructed to help improve connectivity of wildlife populations and help reduce wildlife-road mortality. The use of WCSs may be affected by structural characteristics of crossings, human disturbance, and the 3D structure of vegetation in the surrounding landscape. We computed seven metrics of horizontal woody cover structure (percent land cover, patch density, edge density, mean patch area, largest patch index, aggregation index, and Euclidean nearest neighbor distance) from a classified 1-m resolution aerial image in 1-km buffers around 14 wildlife crossing structures in Cameron County and 14 random locations in nearby habitat. We estimated vegetation density at five different heights above the ground from classified light detection and ranging (LiDAR) point clouds within each crossing and random buffer. We then used permutational multivariate analysis of variance to compare the vegetation structure around wildlife crossings to the surrounding landscape. To assess how landscape structure affects wildlife crossing use, we used camera traps to identify bobcat (Lynx rufus) presence at each WCS location. We used a generalized linear mixed model to assess how bobcat detections were related to landscape structure and internal vegetation structure. We expect that landscape structure at WCSs will not differ from the surrounding landscape and bobcat use of WCSs will increase with larger, more connected patches that have higher vegetation density. This study will help determine the effectiveness of WCSs by demonstrating the important landscape and vegetation characteristics that influence use.","oral","B3: Conservation and Ecology of Mammals II"
NA,NA,"As of March 1, 2021, the Bureau of Land Management estimated free-roaming feral horse and burro populations exceeding 86,000 on federally managed lands in the West. In May 2018, the New York Times published an article titled, “Let Mountain Lions Eat Horses.” The article implies mountain lions (Puma concolor) either currently do or could limit feral horse (Equus caballus) populations across the western United States. This claim, among others in the article, is not well supported by the existing literature. I will briefly cover the evolution, extinction, and reintroduction of domestic horses to North America, their ecological effects, summarize existing peer-reviewed literature, and the political climate of feral horse management. Based on visits to kill sites from 27 radio-marked mountain lions in the arid ranges of southeastern Nevada, approximately 20% of lion diet consists of feral horses. I will also share these preliminary findings.","oral",NA
55,"Response of Ocelots to Paved and Unpaved Roads in Ranchland and Fragmented Systems in Southern Texas","Identifying how different road surfaces impact wildlife species has increasingly become a topic of conservation concern. Understanding the differences between various road surfaces and their impact on road crossing patterns is key to understanding how endangered ocelots (Leopardus pardalis) may perceive the contrasting landscapes in South Texas. In this study, we used a historic and contemporary telemetry dataset of 71 ocelots (37 males, 34 females) monitored in fragmented areas from 1982 to 2001 and intact ranchlands from 2011 to 2020 to examine the response of ocelots to unpaved and paved roads. We evaluated how within-home range road density varied by road type, as well as biological and study design factors. We further evaluated how these factors influenced road crossing rates within each study area. In fragmented areas, ocelots crossed dirt and gravel roads more often than paved roads and the crossing rate was positively related to road availability among all road types (p < 0.05). Male ocelots in fragmented areas crossed all road types more often than female ocelots, even though males and females did not differ in road availability within home ranges (p > 0.05). However, in the intact ranchlands, ocelots crossed dirt and gravel roads exclusively and the crossing rate was positively related to road availability among road types (p < 0.05). This study provides new insights into how ocelot movements and home ranges are affected by road types, informs recovery efforts on private lands, and road planning efforts to mitigate ocelot-vehicle mortality in the region.","oral","B3: Conservation and Ecology of Mammals II"
56,"Habitat Partitioning Between Black-backed And Side-striped Jackals in South Africa","Black-backed jackals (BBJ; Canis mesomelas) and side-striped jackals (SSJ; C. adustus) are widely distributed in southern and east Africa. Range-wide, the distribution of the species overlaps by approximately 26%. In southern Africa, a narrow range distribution overlap zone runs from western Angola to eastern South Africa and southern Mozambique. There is currently little information regarding how these two species partition habitat where they occur sympatrically. We studied jackal activity and habitat use on adjacent reserves located in Limpopo Province, South Africa [Hans Merensky (5,362 ha) and Vygeboom (6,629 ha)]. We deployed 88 camera traps along a two-km × two-km grid network across the study site, each trap consisting of paired infrared game cameras, from mid-December 2019 to mid-February 2020. At each trap site, we collected data on vegetation type and structure. We made 65 observations of BBJ and 159 observations of SSJ across 18 trap sites. Five traps reported BBJ only, seven traps reported SSJ only, and six traps (33%) reported both species. On two occasions, both species were detected at the same trap site during a twenty-four-hour period. This preliminary analysis suggests that BBJ and SSJ may be partitioning habitat spatially and temporally. We will further evaluate spatial use of both species using multi-species occupancy-modeling based on species occurrence and vegetation data. This information will help us better understand the complex interactions between these two species and inform conservation and management decisions, given the dearth of information currently available. Session C3","oral","B3: Conservation and Ecology of Mammals II"
57,"Disentangling the Competitive Interactions of Cattle and White-tailed Deer","Evaluating competition among species is important to understanding food web dynamics, but it is difficult when niche partitioning has already occurred. We used white-tailed deer movement data associated with experimental cattle stocking to disentangle scrabble competition from interference competition among white- tailed deer and cattle. We assumed scramble competition would result from reduced forage quality, and interference competition would occur if antagonistic interactions alter deer behavior. We used home range area as a proxy for habitat quality, assuming deer maintain the smallest home range required for their dietary needs, and velocity and habitat selection as indicators of deer behavior. We predicted habitat quality would not be affected, and home range area would vary with cattle stocking rates. We predicted velocity would decrease with stocking rates, and deer would select areas of denser brush. We deployed GPS-collars on 19 female white-tailed deer across 10 pastures of the San Antonio Viejo Ranch in South Texas and experimentally stocked cattle at rates ranging from 0-15.7 AU/km2 to previously destocked pastures. Using data collected 30 days before and after the stocking event, we estimated home ranges using dynamic Brownian bridge movement models, calculated velocities, and fit step-selection functions. Stocking rates did not influence home range size, however, deer decreased movement velocity (β = -1.42, P = 0.006) and increased selection for brush (β = 0.048, P<0.001) with increasing stocking rates. This indicates cattle may not immediately influence white-tailed deer forage quality, but suggest interference competition between cattle and deer occurred rapidly.","oral","C3: Natural Resources Management"
58,"Evaluating the Use Of the “Rangeland Analysis Platform” in Large-scale Stocking Rate Decisions in South Texas","Obtaining reliable estimates of herbaceous biomass on large-scale, heterogenous landscapes can be challenging. Cattle operations use biomass estimates to determine stocking rates and monitor the health of their rangelands. The East Foundation in Jim Hogg County, Texas, manages one of the largest grazing studies in the country and uses herbaceous biomass to make annual adjustments to stocking rates. The current method used for estimating biomass is hand clipping samples spatially stratified by ecological site. Hand clipping grass can be labor intensive and can produce high variability depending on sample size, particularly in large, diverse pastures. A web application called the Rangeland Analysis Platform (RAP) provides estimates of accumulated herbaceous biomass at 16-day intervals for the western United States. In order to determine if we can supplement or replace clipped samples with RAP data, we clipped 4 frames within the RAP pixel scale (30x30m) every 16 days for 48 days. We clipped 24 pixels (n = 96 frames) across 3 pastures within a rotational treatment in the grazing study. The pixels were distributed evenly within the 2 major ecological types within the pasture (Sandy and Loamy Sand). We will compare clipped samples of biomass against the RAP data by estimating the net growth differences in subsequent clipped samples at 3 spatial scales (pixel, acre, pasture). We will also compare these metrics between the grazed and un-grazed pastures. We hope this information will assist managers with supplementing knowledge of their rangelands and stocking rates with remotely sensed data.","oral","C3: Natural Resources Management"
59,"The Value of Wildlife Biodiversity: A Review and Empirical Study to Quantify and Monetize Wildlife Biodiversity Benefits of Restoring Native Grassland Plant Communities","Wildlife biodiversity is essential and valuable for the environment, society, and the economy. Grasslands have long been a biodiversity hotspot before human activity. In Texas, grasslands made up a large portion of the landscape in its historic range. Today, 99% of native grasslands are lost. Human activity has significantly altered these grasslands by conversion to monocultural pastures, agriculture, invasive species introduction, and development. Conversion and degradation of native grasslands decrease biodiversity and decrease ecosystem functioning. Studies have shown how diverse native grassland communities are monetarily valuable through carbon sequestration, water quality, water quantity, erosion control, and flood prevention. Wildlife biodiversity benefits include an array of birds, insects, and bats that disperse seeds and provide pollination services, as well as game species such as quail, deer, and more.Here I introduce a study design comparing wildlife biodiversity between a well-managed, restored native grassland and a poorly-managed, non- native grassland in the Eagle Ford Shale play of south-central Texas. Moreover, I describe a sampling methodology to survey invertebrates and vertebrates, including arthropods, small mammals, reptiles, and birds, to best measure biodiversity. The overall goal of this study is to provide the data necessary to identify the potential monetary, economic value for wildlife biodiversity as a direct benefit from restoring native grassland communities.","oral","C3: Natural Resources Management"
