talk_id,title,abstract,type,session
46,Fire as a driver of bobcat occupancy in East Texas,"Prescribed fire is an important tool in forest management that reduces fuel loads,
maintains historical disturbance regimes, alters vegetation structure, and influences wildlife
communities. Bobcats (Lynx rufus) are the largest obligate carnivore in many fire-dependent
forested ecosystems in the southeastern USA and therefore are an ideal species to assess the
effects of fire on wildlife communities. To examine the influence of fire on bobcat occupancy in a
frequently burned ecosystem, we deployed 40 remote cameras on the Boggy Slough
Conservation Area in eastern Texas. We collected occurrence data from July to September
2023 and linked these data to landcover and fire history within a 500 m buffer around each
camera site. We used fire records from 2015-2023 to calculate the time since most recent fire,
mean fire return interval, number of fires, and proportion of area burned. Landcover was
categorized as natural pine, planted pine, hardwood forest, or open. We fit occupancy models
using landcover and fire history covariates and compared models using AICc. Bobcat
occupancy was best predicted by fire history and the probability of occupancy increased with
the proportion of area burned (p=0.05). The probability of detection was greatest in natural pine
suggesting bobcats may be more active in this cover type. As an apex predator in our system,
bobcat occupancy can be used as an indicator of the response to forest management by wildlife
species across trophic levels. Our results suggest prescribed fire created forest conditions that
improved habitat quality for bobcats.",oral,Conservation and Ecology of Mammals 2
47,Understanding the Diet of an Unmanaged Population of Coyotes in Southern Texas,"Understanding the diet of a species is crucial for effective wildlife management.
Predator selection of prey items can strongly influence the population dynamics and food
availability of other wildlife. One such species is the coyote (Canis latrans), whose great dietary
plasticity can variably impact other species. With increasing urbanization and changes in land
use nationwide, researchers focus on evaluating coyote diet within these contexts. However,
understanding coyote diet in a large-scale wildland with a lack of human intervention can
provide insight into management on similar properties. Our study aimed to evaluate the diet of a
coyote population in southern Texas where no native wildlife is managed by harvesting,
trapping, or supplemental feeding and compare it to previous studies involving human
intervention. We collected coyote scat from 20 one kilometer transects on the roads of the East
Foundation's San Antonio Viejo Ranch every month of 2021. Prey items were morphologically
analyzed using relative volume based on a grid system. Overall, we identified 22 unique species
with white-tailed deer (Odocoileus virginianus) and feral pig (Sus scrofa) being the most
consumed with a dietary shift to vegetation in the fall months. The high proportion of ungulates
consumed year long as opposed to high proportions of lagomorphs and rodents shows a
distinguishing difference of this study. Further research may be conducted to identify the
influence of this population’s diet, among of which could be high coyote density, high preferred
prey density, and changes in coyote behavioral activity as well as in their age structures.",oral,Conservation and Ecology of Mammals 2
48,Monitoring highway mitigation structures for ocelots and bobcats,"Roads can have significant impacts on wildlife, including on bobcats (Lynx rufus) and
ocelots (Leopardus pardalis). In the United States, the ocelot is an endangered species with
vehicle collisions as the leading known cause of mortality. Therefore, road mitigation for ocelots
is critically important to conservation of ocelots in the United States. In South Texas, road
mitigation structures for ocelots, including wildlife crossings are being constructed for ocelot
conservation. As part of this effort, monitoring felid populations pre-, during-, and post-
construction of these mitigation structures is critical to assessing their effectiveness and
determining road impacts on ocelots. Ocelots, however, are rare on the landscape so bobcats
are used as surrogate species to understand ecological impacts of roads on ocelots. We are
monitoring bobcat and ocelot populations around US Highway 77 in Willacy and Kenedy
Counties with camera traps, GPS collars, and wildlife road mortality surveys to understand how
construction of road mitigation structures for wildlife impact habitat use of road areas, including
wildlife crossings by bobcats and ocelots. One wildlife crossing is complete on US 77 and nine
more will be constructed over the next 10 years. We have documented high populations of and
regular wildlife crossing use by bobcats living in the area. We are recording interactions of
bobcats with this wildlife crossing considering 4 different behaviors: full crossing, entry/exit,
approach, and in the area. This work will help the Texas Department of Transportation improve
designs of road mitigation for wildlife and help support ocelot conservation efforts throughout
Texas.",oral,Conservation and Ecology of Mammals 3
49,Development of an Improved Survey Method for the Texas Kangaroo Rat,"The Texas kangaroo rat (Dipodomys elator) currently inhabits five counties in
Texas. Habitat fragmentation and changing vegetation patterns are believed to be responsible
for the reduction of the population such that it is currently a state threatened species under
petition for federal protection. The species rarity and nocturnal activity periods result in them
being difficult to survey, monitor, and study. We tested different approaches to develop a
repeatable and reliable survey method for these elusive animals. We used the more abundant
Ord’s kangaroo rat (D. ordii) as a proxy for Texas kangaroo rats due to the species similarity.
Our survey trials were conducted on transects set along roads, two-tracks, and in open fields.
On roads we tested driving with headlights and spotlights, and walking surveys using spotlights
or thermal scopes. On two-tracks and open fields we tested using spotlights and thermals
scopes. We also conducted burrow surveys as an indirect measure of kangaroo rats. We are
assessing the different methods on basis of detection probabilities with covariates of moon
phase, time, temperature, and cloud cover. Our results should provide guidance to optimize
survey methods for Texas kangaroo rats, and serve to facilitate improved surveys and
monitoring of this elusive species.",oral,Conservation and Ecology of Mammals 3
50,Small Mammal Population Dynamics Across a Native-Invaded Habitat Gradient,"Invasive and non-native vegetation can result in reduced ecosystem function
presumably due to the loss of native plant diversity. Historically, open rangelands of southern
Texas have been invaded by non-native grasses and native, woody shrubs. Small mammals
play numerous vital roles in ecosystems; however, little is known of their response to invasive
vegetation and habitat change in south Texas. To evaluate small mammal population dynamics
across a native-invaded habitat gradient, we sampled small mammals at the Welder Wildlife
Refuge in San Patricio County, Texas, USA. We sampled across six plots: two consisted of
native vegetation, two consisted of invasive vegetation, and two intermediate plots. Data were
collected from 2019-2023 and we recorded 3,206 captures of 9 small mammal species. To
determine the potential influence of invasive vegetation, we compared relative abundance
between each plot for three species (Sigmodon hispidus, Baiomys taylori, and Reithrodontomys
fulvescens). For all three species, we found no significant difference in relative abundance
between the three levels of plant invasion. However, we observed significant differences in
relative abundance between survey season and study years. South Texas rangelands
experience frequent droughts which are known to alter vegetation and small vertebrate
populations. We observed that the relative abundance of small mammal species was lowest
following droughts, which suggests a lag effect on small mammal populations. Therefore,
drought cycling may play a more significant role in regulating small mammal populations than
vegetation structure alone.",oral,Conservation and Ecology of Mammals 3
51,Mapping Collared Peccary Habitat: Species Distribution Modeling in the South Texas Plains & Trans-Pecos Ecoregions,"Collared peccary (hereafter peccary; Pecari tajacu) populations in Texas have shown
considerable variation since the 1940s because of urban development and land-use change,
among other habitat reductions. Historically, peccaries were distributed throughout central,
southern, and western Texas, but current populations occur in the southwestern third of Texas.
Despite their relatively widespread distribution and importance as a game animal, prey item,
and seed disperser, little scholarly work has been done on the species in the state. Therefore,
we seek to identify biotic and abiotic factors that impact peccary distribution across two
ecoregions using Maximum Entropy (MaxEnt) species distribution models (SDM) and presence-
only occurrences from iNaturalist. In Texas, peccary habitat can be described generally as
shrub-dominated semi-arid desert, so we will include these vegetation characteristics into the
SDM, along with herbaceous vegetation,  anthropogenic features (e.g., roads, development),
and agricultural lands. We will develop one SDM per ecoregion (i.e., South Texas Plains and
Trans-Pecos) and then assess the transferability of ecoregion-specific models to predict
distribution in the other ecoregions; this will allow us to assess habitat generality versus
specificity. To date, using data from iNaturalist, we will model 701 observations for the South
Texas Plains and 760 detections for the Trans-Pecos. These results will provide managers with
spatially explicit tools and distribution maps to restore, manage, and protect peccary habitat.
These data can also assist with setting ecoregion-specific season and bag limits, considering
peccary are classified as a game species in Texas.",oral,Conservation and Ecology of Mammals 3
52,Morphometrics can be used to estimate body mass and age in wild pigs,"Wild pigs (Sus scrofa) are an invasive species that cause ≥1.5 billion dollars in
damage annually. In response to these damages, population control efforts such as eradication
are often employed. Population control is necessary to reduce the rapid population growth of the
species, which is driven by large litter sizes, high survival, short interbirth intervals, and
reproductive maturity at a young age. Demographic information facilitates modeling population
size and growth, so morphometrics that can assign an individual to an age class can increase
the precision of population models. To investigate which morphometric characters are reliable
predicters of body mass and age, we captured wild pigs across 6 study sites in southern
Oklahoma. After capture, wild pigs were euthanized, and collected body mass, age, and four
morphometric characters: shoulder height, total body length, and chest and stomach
circumference. We built separate linear regression models for each morphometric measurement
to predict body mass and employed machine learning classifiers (linear discriminant analysis,
discriminant analysis of principal components, and naïve Bayes classifier) to assign wild pigs
into 2, 4, 5, or 6 age groupings using the four morphometrics measurements combined or
individually. Regardless of sex, all four morphometric measurements were highly correlated with
body mass (r² ≥ 0.921); however, chest circumference was the most correlated with body mass
(r² = 0.976). Currently, age class assignments have only been run using linear discriminant
analysis with the shoulder height morphometric and model accuracy was (≥82.6%) for a two age
class model, reproductive and non-reproductive.",oral,Conservation and Ecology of Mammals 3
53,Economic Value of White-tailed Deer in Texas,"Texas ranks among the highest in annual hunters and days spent hunting, and white-
tailed deer (Odocoileus virginianus) are the most sought-after game species in the state. White-
tailed deer hunting is an important contributor to the state’s economy; however, an updated
economic estimate is currently unknown. Our goal was to estimate the economic value of white-
tailed deer in Texas. We conducted a web-based survey of 100,000 Texas hunting license
holders for the 2022–2023 hunting season. Our survey included a filter question directing
participants to either a hunter-focused questionnaire or a landowner-focused questionnaire
assessing hunter expenditures and landowner expenditures and income related to white-tailed
deer. We analyzed survey responses and extrapolated the total reported annual expense to
estimate the statewide impact. We had a 9% response rate, with a total of 9,079 respondents.
Of those, 6,275 were hunters, and 2,804 were landowners. Average expenditures were $3,348
and $18,812 for hunters and landowners, respectively. The largest annual expenditures were
outfitter fees for hunters (average >$1,000) and payroll for landowners (average >$2,900).
Hunters spent an average of $2,904 annually on lease fees. The most common landowner
expenditure was supplemental feed, averaging $3,593 annually. Once extrapolated to include
the nearly 555,000 white-tailed deer hunters and 199,000 white-tailed deer-related landowners
in Texas, total expenditures were $1.9 billion and $2.5 billion for hunters and landowners,
respectively. Total annual expenditures related to white-tailed deer in Texas are estimated to be
$4.3 billion. Understanding the economic value of white-tailed deer in Texas is important when
making management decisions.",oral,Conservation and Ecology of Mammals 3
54,Relative Efficacy of a Novel GPS Tracking Technology for Monitoring African Lion Movement Behavior.,"Solar-powered GPS ear tags represent a novel, cost-effective technology that could
revolutionize large carnivore research and conservation efforts by enabling large-scale analyses
currently precluded by the prohibitive cost of GPS collar technology. These devices may be
particularly useful for monitoring subadult, male carnivores, a demographic often excluded from
tracking research because the industry standard – GPS collars (hereafter, collars) – present a
strangulation hazard during the animal’s growth. While solar-powered GPS ear tags (hereafter,
ear tags) have been used to effectively monitor wild ungulates, to our knowledge, they have
never been systematically deployed on large carnivores. Our objectives were to 1) compare the
relative performance and suitability of a 35 g solar-powered GPS ear tag versus the industry
standard – a GPS collar – for field application on lions (Panthera leo), and 2) compare the effect
of battery management algorithm on ear tag performance. To evaluate the relative
performances of ear tags versus collars, we deployed devices on lions, each fitted with one (1)
ear tag and one (1) collar simultaneously. To assess the effect of battery management algorithm
on ear tag performance, we deployed pairs of ear tags – differing only in battery management
software – on free-ranging cattle. For all analyses, we measured successful fix acquisition rate
(SFR), accuracy, precision and consistency over time as indicators of technological
performance. Our results provide an in-situ comparison of GPS tracking technology, providing
insight into the efficacy of ear tags as an alternative to collars for monitoring lions.",oral,Conservation and Ecology of Mammals 4
55,Assessing the occurrence of large carnivores on pastoral landscapes of the,"Agricultural development is one of the major global threats to wildlife in unprotected
areas. In western Botswana, the Western Kalahari Corridor (WCC) is a 200-km unprotected gap
between the Kgalagadi Transfrontier Park (38,000 km2) and the Central Kalahari/Khutse game
reserves (55,300 km2) and provides critical connectivity between the parks. Although
designated as a “wildlife management area,” in recent decades the corridor has seen a
significant increase in livestock farming and associated development. To understand the impact
of human development on large carnivores, we conducted a camera trap study in the WCC. Our
site was an unprotected and mostly unfenced area of approximately 3,500 km2 centered on the
villages of Bere and Kacgae.  The sparsely populated area is bisected by a single paved
highway and dominated by pastoral farming.  Thirty-two boreholes are scatted around the area
and provide water to remote cattle posts. We placed 120 camera traps, 60 along roads each
paired with a second trap 500-m away from the road.  Each consisted of a single motion-
triggered infrared camera. We checked traps monthly during February – November 2023. We
identified 29 mammal species, including lion (Panthera leo), leopard (P. pardus), cheetah
(Acinonyx jubatus), wild dog (Lycaon pictus), and brown hyena (Parahyaena brunnea). We are
using occupancy modelling to identify associations with anthropogenic features including roads,
villages, cattle posts, and livestock activities. Our results will inform wildlife managers and
conservation as to whether the presence of livestock farming in the area impacts the occurrence
of large carnivores in this critical corridor.",oral,Conservation and Ecology of Mammals 4
56,"If you like the leopards, take them all to America: Social drivers affecting human- leopard coexistence in Nepal's mid-hill region","Human-leopard conflict has increased in Nepal's mid-hill region, with leopard-induced
mortality accounting for twenty percent of all wildlife-related fatalities. This growing conflict
generates negative attitudes towards the Common Leopard (Panthera pardus), threatening
effective human-leopard coexistence and the species' survival. Our study investigates local
attitudes toward the Common Leopard and its conservation in the community forests of Nepal's
mid-hill region. We conducted 123 household surveys, collecting data regarding demographics,
socioeconomic factors, general attitudes toward leopard conservation, and human-leopard
conflict incidents. Results reveal socioeconomic status, education, and income significantly
impact local perceptions. Higher socioeconomic status and education levels associate with
positive attitudes, while lower-income individuals often view leopards as threatening to their
safety and livelihoods. Despite prevalent retaliatory killings and negative perceptions, few
respondents received education regarding leopards and their conservation. Additionally, though
ecotourism is lucrative in other areas of Nepal, few respondents felt they could benefit
economically from wildlife. Our study stresses community engagement's importance in
conservation. Addressing social factors influencing attitudes is crucial for successful long-term
conservation. Our results suggest education initiatives, community involvement, and ensuring
economic benefits from wildlife could shift perceptions. Ultimately, aligning conservation
strategies with community interests is critical to successful and sustainable leopard
conservation. Our research provides a roadmap for future projects, highlighting the need for
strategies considering the socioeconomic realities of communities living alongside leopards.
Understanding and addressing local needs and concerns can help foster positive perceptions of
leopards, ensuring sustainable human-leopard coexistence in Nepal's mid-hills and conserving
these incredible felids for future generations.",oral,Conservation and Ecology of Mammals 4
57,Activity Patterns of Ungulates and Their Associated Predators Within Niokolo Koba,"Alteration of spatiotemporal diel activity patterns is a common strategy employed by
prey species to minimize predation risk, allowing them to exploit high-quality resources while
avoiding encounters with predators.  However, there are still ecological systems in which these
patterns remain largely unexplored. Our objective was to assess the diel activity patterns of
ungulates and their associated predators at Niokolo Koba National Park. In 2013, we conducted
a single-season camera survey at two study sites within the park: Linguekountou (04 February
to 23 April) and Niokolo (30 April to 07 July). We deployed paired cameras for 2,014 trap nights
in Linguekountou and 1,707 trap nights in Niokolo and collected vegetation metrics at 30
locations per site. We used the Kernel Density Estimator to analyze the coefficient of activity
overlap ( d̂) across both sites to assess how predation risk affects the diel activity of ungulates.
Results suggest that ungulates share a moderate temporal activity overlap ( d̂ = 0.43) with their
associated predators, with Bushbuck (Tragelaphus scriptus) indicating the highest temporal
activity overlap ( d̂= 0.61; n = 425), and Warthogs (Phacochoerus africanus) indicating the
lowest temporal activity overlap ( d̂ = 0.27; n = 813) among associated predators. These data
provide a better understanding of the predator-prey activity patterns within wooded savanna
communities in West Africa.",oral,Conservation and Ecology of Mammals 4
58,"Small Mammal Community Characteristics and Habitat Use Along an Herbivory Gradient in the Central Kalahari Desert, Botswana","The Kalahari Desert of southern Africa contains one of the largest contiguous
conservation landscapes in the world. Historically, the region was largely undeveloped and
sparsely populated.  However, in recent decades, agricultural development and encroachment
by human communities and livestock have significantly impacted this system.  By developing
artificial water points for livestock grazing, humans have altered the presence and behavior of
both domestic and native herbivores, resulting in patterns of herbivory different than those under
which the system evolved.  This may have altered vegetation communities, potentially affecting
biodiversity.   We sampled small mammal and plant communities at 10 sites near the villages of
Bere and Kacgae, Botswana. Sites were situated along an herbivory gradient between <1 km
and >4 km from the nearest artificial water point.  We sampled 160 trap-nights per site for a total
of 1,600 trap-nights.  We captured and marked 60 individual small mammals representing 8
species.  The most common small-mammal species encountered were Namaqua rock rat
(Aethomys [=Micaelamys] namaquensis, n = 15) and bushveld elephant-shrew (Elephantulus
intufi, n = 15). We also captured hairy-footed gerbil (Gerbilliscus paeba, n = 8), bushveld gerbil
(Gerbilliscus leucogaster, n = 7), single-striped grass-mouse (Lemniscomys rosalia, n = 7),
multimammate mouse (Mastomys sp., n = 5), fat mouse (Streatomys krebsii, n = 2), and
southern African pouched mouse (Saccostomus campestris, n = 1). We are using canonical
correspondence analysis to categorize mammal communities according to vegetation
community and position on the herbivory gradient, and an occupancy modeling approach to
assess mammal species habitat use.",oral,Conservation and Ecology of Mammals 4
59,Integrated disease management of white-nose syndrome for tricolored bats in East Texas,"Since its discovery in New York in 2006, white-nose syndrome (WNS) has spread
across much of the eastern United States and has decimated populations of affected
hibernating bat species, such as the tri-colored bat (Perimyotis subflavus). An important over-
wintering population of ~3000 tri-colored bats roosts in culverts in East Texas, where WNS has
remained absent despite Pseudogymnoascus destructans (the causative fungus of WNS) being
present in Texas since 2017. Over the course of this project, we examined the logistical
feasibility of pro-active treatment of Pseudogymnoascus destructans at these culvert
hibernacula, and examined the impacts of these management efforts on disturbance to tri-
colored bats.
Conservation and Ecology of Reptiles and Amphibians",oral,Conservation and Ecology of Mammals 4
60,Snake Captures Decline as a Function of Trap Age: Implications for Monitoring Programs,"Demographic and diversity studies rely on sampling techniques that produce
representative samples from populations and communities. Snakes, with their cryptic behaviors
and prolonged periods of inactivity, make population and community assessments particularly
challenging. In terrestrial ecosystems, box traps paired with drift fences have been used widely
to survey for large-bodied snakes. However, there has been anecdotal evidence that suggests
snakes become trap shy over time, reducing capture rates. Utilizing a long-term trapping
dataset of snake captures throughout forests in east Texas and western Louisiana, we sought to
determine if snake capture rate declined as a function of trap age (i.e., time it was installed on
the landscape). Total snake captures declined across all traps (n = 43) across time when
comparing the first year of trapping to subsequent years. These results suggest that to
maximize capture success, long-term monitoring programs should attempt to move box traps to
from year-to-year as they will provide better assessment on the structure of populations and
communities of this taxon group in their habitats.",oral,Conservation and Ecology of Mammals 4
61,"Examining variation in environmental variables within Texas tortoise (Gopherus berlandieri) utilization distributions in Cameron County, Texas","The Texas tortoise (Gopherus berlandieri) is an understudied species compared to
federally protected congenerics. Research is needed to better understand its basic ecology and
inform conservation efforts. G. berlandieri inhabits Tamaulipan scrublands and coastal
populations are associated with low relief clay ridges with thick mesquital scrub typically
surrounded by salt prairie grasslands. Our study examines seasonal patterns in G. berlandieri
habitat use at a protected natural area in Cameron County, Texas. Twelve tortoises were
outfitted with GPS loggers which recorded location once an hour from March 2020 to March",oral,Conservation and Ecology of Mammals 4
62,Texas Tortoise Movement Patterns Following Three Soft Release Periods After Translocation,"Texas tortoises (Gopherus berlandieri) are a state threatened species in Texas that
has experienced sharp declines in population number, and their distribution has become
sporadic.  Southern Texas lomas, grasslands, and brushlands are the habitat where tortoises
can be found; however, urban-suburbanization and commercial development are reducing
available habitat for tortoises.  Translocation often is suggested as a mitigation option; however,
we are unaware of any research that investigated the effects of translocation on Texas tortoises
to verify that translocation is a responsible management option.  Therefore, we translocated 222
Texas tortoises from a property under development in extreme southern Texas and placed them
in equal numbers within 3, 2.4 ha enclosures near Kingsville, Texas.  Approximately 26
tortoises/enclosure were outfitted with GPS transmitters to follow their movements.  Tortoises
were maintained in enclosures for 4, 8, and 12 months as a soft release measure, after which,
enclosure walls were removed and tortoises had free-choice to leave the area.  Tortoises did
not display directional movement or attempt to home, but randomly moved in all directions after
each time period.  No differences in movement patterns or distances were observed between
male and female tortoises.  On average, tortoises moved ~25m/day.  Mortality rates between
soft release periods of translocated tortoises and between translocated tortoises and resident
tortoises were similar.  Therefore, translocation does not appear to have an immediate negative
impact on Texas tortoises.  Also, a soft release period of 4 months that incorporates one
brumation appears sufficient to halt the homing tendency of Texas tortoises.",oral,Conservation and Ecology of Mammals 4
63,Demography of Alligator Snapping Turtles (Macrochelys temminckii) Along a Fishing Pressure Gradient,"The alligator snapping turtle (Macrochelys temminckii) is a state threatened species
in Texas and a candidate for being listed as federally threatened. However, there is a lack of
information on the demography of M. temminckii in the western portion of its range. Passive
fishing gear (e.g., trotlines, limblines, juglines) has been identified as a threat to M. temminckii,
but its impact on populations has yet to be quantified. We estimated the demographic
parameters of M. temminckii in habitats of varying intensities of passive fishing pressure, while
also quantifying the extent and persistence of passive fishing gear in aquatic habitats. From
June – December 2023, we surveyed for M. temminckii and conducted passive fishing gear
surveys at three study sites in east Texas: Alazan Bayou WMA (unfished), the Attoyac River
(fished), and Shawnee (fished). We observed differences in age and sex ratios among the
fished and unfished study sites. Furthermore, catch per unit effort (CPUE) of M. temminckii was
lower at both fished sites (i.e., Attoyac and Shawnee) compared to the unfished site (i.e.,
Alazan). Passive fishing gear was abundant at the Attoyac and Shawnee study sites, however,
the majority of devices were illegally deployed (i.e., abandoned with no gear tag). These results
highlight the threat recreational fishing imposes on M. temminckii populations and the need for
increased surveillance and removal of illegal passive fishing gear.",oral,Conservation and Ecology of Mammals 4
64,Spatial Ecology of a Secretive Chihuahuan Desert Colubrid,"We used radiotelemetry to conduct an exploratory study on the behavioral ecology of
Lampropeltis alterna in the Chihuahuan Desert of Texas. We tracked two L. alterna (1 M:1 F)
between 2017 and 2019. The female displayed a mean daily movement rate (MPD) of 22.39 ±
5.95 m, a mean distance per movement (DPM) of 128.21 ± 26.62 m, a minimum movement
frequency (MMF) of 0.55, and a motion variance (MV) estimate of 4.14. The male mean MPD,
DPM, MMF, and MV were 43.24 ± 31.20 m, 202.41 ± 71.63 m, 0.67, and 0.69. Female home
range size estimates were 37.25 ha (100%MCP), 48.22 ha (95% UD), and 5.28 ha (50% UD),
while estimates for the male were 50.55 ha (100% MCP), 9.79 ha (95% UD), and 0.22 ha (50%
UD). Rocky slopes represented the most frequently used habitat, and both snakes were
observed primarily using underground shelter sites in rocky substrates. We documented
numerous long-distance movements and found that L. alterna exhibited larger home ranges
than other snake species monitored at the study site.",oral,Conservation and Ecology of Mammals 4
65,Comparing the survival of repatriated and wild alligator snapping turtles in eastern Texas,"The alligator snapping turtle (Macrochelys temminckii) is the largest freshwater turtle
in North America. As such, M. temminckii are sought after for human consumption and are
vulnerable to overharvest or bycatch. Despite having protection from harvest in Texas since the
1980s, M. temminckii are still harvested illegally for food and novelty products. Given their life
history, such threats may exacerbate declines in local populations. Therefore, efforts that can
bolster wild populations are of importance to M. temminckii conservation. In June 2021, 8 M.
temminckii confiscated by federal agents were released at the Angelina/Neches Dam B WMA.
Using survival as a metric to evaluate repatriation efforts, we monitored these previously
released repatriated turtles alongside 10 wild turtles. We estimated survival probabilities using
Hidden Markov Models (HMM) to account for inconsistencies in radiotelemetry data, and to
assess how certain covariates (e.g., home range, movement, habitat use, etc.) may impact
survival. Overall, repatriated M. temminckii had significantly lower survival than wild M.
temmincki. Movement distance between relocations and time of year had a significant influence
on repatriated turtle survival. Some reductions in survival probability were likely linked to sex-
specific differences in behavior; however, wild M. temminckii had high survival regardless of
sex. These results highlight how long-term studies are often difficult, but neccessary to assess
survival in long-lived species. Understanding factors that influence M. temminckii survival can
inform future conservation efforts, and are especially valuable to translocation efforts attempting
to bolster wild populations.
Conservation of Birds and Mammals",oral,Conservation and Ecology of Mammals 4
66,State of Traditional Ecological Knowledge in the Wildlife Management Profession,"Traditional Ecological Knowledge (TEK), described as the relationship between
Indigenous peoples and the ecosystem, has always been part of Indigenous communities and
their daily lives. However, TEK has progressively been incorporated into the academic and
professional field of North American wildlife management and ecology despite its historical
domination by Western Scientific attitudes, knowledge, and methods. The objective of this note
is to provide an overview of such progression from the standpoint of the first author, an
Indigenous Scientist trained in a Western Scientific paradigm. More specifically, the paper
categorizes the history and the current state of TEK in the wildlife management profession while
providing insights for the future of the field.",oral,Conservation and Ecology of Mammals 4
67,Leveraging Citizen Science to Assess the Impact of Drought and Land-Use Change on Northern Bobwhite Population Stability,"Despite the overall decline of Northern Bobwhite (Colinus virginianus), some
population strongholds remain, spread patchily across the species range and encompassing
multiple different ecoregions and habitat types. To successfully arrest the decline of Northern
Bobwhite, identifying areas where quail are succeeding, where they are in decline, and what
factors are driving quail population dynamics across their range is critical. Furthermore, it is
important to conduct these analyses across a large spatiotemporal scale to account for annual
stochasticity in environmental conditions and structural variation in quail habitat. Although local
quail covey count data is typically a more accurate index of quail abundance, there is significant
variation in data collection methodology among state agencies, which makes comparing these
estimates across time and large geographic areas difficult. Because North American Breeding
Bird Survey (BBS) data collection protocols are nationally standardized, population estimates
based on BBS data can be easily compared across a large spatiotemporal scale. Here, we
introduce SaveBirds (www.savebirds.app), a web application designed for wildlife practitioners
to mine and format BBS data for multiple analyses of avian population trends and present the
results of a case-study on Northern Bobwhite quail. We used SaveBirds to acquire Northern
Bobwhite count data from 1,717 BBS routes for a 20-year period from 1999-2019. We
conducted an Emerging Hotspot Analysis to identify areas of high (HotSpot) and low (ColdSpot)
quail population productivity. We then employed Multiscale Geographically Weighted
Regression to examine the influence of land-use change and drought on quail population
productivity around HotSpots and ColdSpots.",oral,Conservation and Ecology of Mammals 4
68,Fat Bobwhites: Does Supplemental Feed Maintain Northern Bobwhite Mass Over Winter?,"Research has indicated that northern bobwhites (Colinus virginianus) with heavier
mass and higher body fat composition are associated with reduced physiological stress and a
greater likelihood of surviving severe weather. Mass and percent body fat have also been found
to decrease from late fall to early spring.  To alleviate those trends, managers often provide
supplemental feed throughout the winter, but the effects are relatively unknown.  This study
aims to determine if providing supplemental feed aids in maintaining body mass of bobwhites
through the winter period.  The project is taking place on the East Foundation property in Jim
Hogg County, with two designated sites consisting of a 2,111-ha fed site and a 6,118-ha unfed
site, both under the same harvest rate (20% of fall population).   Grain sorghum is distributed
weekly on the fed site from the first week in December through the end of the hunting season at
a rate of 19.4 kg/km. During the 2022-2023 state-wide quail hunting season, we collected mass
measurements from 841 hunter-harvested bobwhites (342=fed site, 499=unfed).  We randomly
selected 100 bobwhites from each study site, only including those who were either adults or
over 150 days old.  We found no significant difference between body mass from the fed or unfed
sites (t=1.11, df=192.6, P=0.268), with mean body masses of 149.3 ± 1.0 SE grams and 150.0 ±
1.2 SE grams, respectively.  Although supplemental feed may increase the survival of
bobwhites, our preliminary results revealed this was not in the form of additional body mass.",oral,Conservation and Ecology of Mammals 4
69,Evolution and Outcomes of American Oystercatcher Monitoring Along the Upper Texas Coast,"Across many coastal environments, there is an ever-present threat to waterbirds
consisting of changes in both quantity and quality of breeding and foraging habitat. One such
species, the American Oystercatcher (Haematopus palliatus), is a species of high concern for
the U.S. Shorebird Conservation Plan and is a Texas Wildlife Action Plan priority species.
Because this species faces serious threats due to its restriction to coastal areas, suspected
increase in nest predators, potential contamination of food resources, and habitat alterations
through erosion, storm systems, and human modification, Gulf Coast Bird Observatory initiated
a long-term study in 2011 to monitor annual productivity and document locations in need of
restoration and habitat management. Since 2011, oystercatcher annual nesting success has
ranged from 14–81%, with an average of 51%. Monitoring efforts have evolved as more birds
were color banded, allowing for yearly resights and specific pair information. This has led to an
understanding of pair behavior and movements, recruitment, and breeding territory analysis.
Through this project, GCBO has gained insight into the determinants of nesting success and
failure, including environmental variables, disturbance factors, and territory quality. With the
decrease in oyster shell island size and elevation due to erosion, it is suspected that the number
of nesting pairs has decreased as a direct response to these changes. Accordingly, these
observations have led to increased recognition of the plight of American Oystercatchers, with
multiagency collaboration and partnerships committed to continued monitoring efforts, public
education and outreach, and the conservation of this at-risk species.",oral,Conservation and Ecology of Mammals 4
70,Cowbird trapping permitting review,"Cowbird trapping is used to help recover endangered black-capped vireos (BCVI).
The BCVI was listed in 1987 and recovered in 2018 by the U.S. Fish and Wildlife Service
(USFWS). The USFWS encourages continued trapping during the post-delisting monitoring
period, 2019-2030. There is no federal regulatory provision that extends trapping beyond a
delisting. Managers at Fort Cavazos must either 1) attain a cowbird federal depredation permit,
or 2) use the terms and conditions in the current Cowbird Depredation Order. If Texas trappers
trap under the Cowbird Depredation Order for BCVI, they must monitor two lists; including the
Texas Species of Greatest Conservation Concern, and/or the U.S. Birds of Conservation
Concern and ensure the BCVI is listed in atleast one of two of those lists. Trappers who failure
to trap under the authority of a current cowbird depredation permit, or under the terms outlined
in the current Cowbird Depredation Order will be in violation of federal law. I will discuss details
of trapping under these two means in more detail as it pertains to Fort Cavazos continued post-
recovery efforts..",oral,Conservation and Ecology of Mammals 4
